Date,Profit,order_quantity,transaction_count
2013-09-21,22697,1700,133
2013-09-22,30034,1530,126
2013-09-23,32120,2151,154
2013-09-24,27125,1565,112
2013-09-25,23418,1129,100
2013-09-26,23044,1641,119
2013-09-27,27294,2079,148
2013-09-28,23547,1759,123
2013-09-29,16960,1193,87
2013-09-30,29698,1827,128
2013-10-01,22512,1779,129
2013-10-02,32160,2072,157
2013-10-03,26664,1692,133
2013-10-04,29281,1656,123
2013-10-05,35121,1973,152
2013-10-06,32417,2560,185
2013-10-07,23775,1669,128
2013-10-08,39176,2424,187
2013-10-09,24253,1980,145
2013-10-10,23885,1584,135
2013-10-11,27431,1491,121
2013-10-12,25746,1573,124
2013-10-13,24051,1518,118
2013-10-14,31603,1869,143
2013-10-15,31342,2293,163
2013-10-16,19351,1178,91
2013-10-17,25606,1520,121
2013-10-18,27823,1740,140
2013-10-19,25828,1434,112
2013-10-20,22445,1911,133
2013-10-21,24494,1698,125
2013-10-22,31762,2184,165
2013-10-23,28923,1798,144
2013-10-24,17401,1513,104
2013-10-25,27948,1760,125
2013-10-26,32649,2084,159
2013-10-27,23097,1333,104
2013-10-28,29920,1674,120
2013-10-29,22812,1413,117
2013-10-30,28501,1487,122
2013-10-31,24021,1498,121
2013-11-01,21519,1621,119
2013-11-02,27960,1729,126
2013-11-03,46072,2371,178
2013-11-04,24560,2010,140
2013-11-05,24021,1572,119
2013-11-06,26060,1553,125
2013-11-07,33740,2135,157
2013-11-08,27985,1363,102
2013-11-09,30275,1723,126
2013-11-10,30851,1752,140
2013-11-11,22419,1227,85
2013-11-12,30050,1764,136
2013-11-13,23876,1655,140
2013-11-14,32112,1940,152
2013-11-15,33512,1916,152
2013-11-16,25942,1502,118
2013-11-17,34836,1730,143
2013-11-18,31596,2251,164
2013-11-19,32269,1997,158
2013-11-20,17696,1033,89
2013-11-21,30002,1851,151
2013-11-22,36653,2116,173
2013-11-23,25973,1696,121
2013-11-24,42726,2379,185
2013-11-25,25846,1557,108
2013-11-26,31543,1890,137
2013-11-27,36339,2172,158
2013-11-28,35249,1968,160
2013-11-29,34253,1999,160
2013-11-30,32949,2010,152
2013-12-01,38494,2056,170
2013-12-02,40935,2288,174
2013-12-03,43908,2167,178
2013-12-04,36491,2082,175
2013-12-05,44363,1998,167
2013-12-06,47633,2630,201
2013-12-07,52317,3093,241
2013-12-08,37709,2103,164
2013-12-09,35016,1955,148
2013-12-10,24393,1623,122
2013-12-11,41418,2266,178
2013-12-12,51719,2428,189
2013-12-13,36963,2331,192
2013-12-14,39616,1959,155
2013-12-15,41020,2433,194
2013-12-16,30767,1621,130
2013-12-17,34387,2185,167
2013-12-18,44576,2289,186
2013-12-19,42618,2131,175
2013-12-20,36206,1961,165
2013-12-21,36500,2085,169
2013-12-22,23116,1349,105
2013-12-23,36119,2012,161
2013-12-24,31626,2295,171
2013-12-25,40224,1997,166
2013-12-26,35671,2267,178
2013-12-27,26565,1733,134
2013-12-28,36658,2074,170
2013-12-29,45480,2489,187
2013-12-30,39237,2028,158
2013-12-31,48278,2735,200
2014-01-01,16768,1100,87
2014-01-02,23679,1701,124
2014-01-03,27878,1657,132
2014-01-04,24954,1538,121
2014-01-05,27217,1954,132
2014-01-06,29255,1938,145
2014-01-07,30288,2061,140
2014-01-08,26014,2017,162
2014-01-09,21357,1572,113
2014-01-10,38977,2476,180
2014-01-11,28836,1965,149
2014-01-12,20840,1373,109
2014-01-13,19026,1390,101
2014-01-14,27607,1829,138
2014-01-15,31627,2153,154
2014-01-16,31462,1989,155
2014-01-17,21568,1265,107
2014-01-18,25419,2109,154
2014-01-19,24026,1772,126
2014-01-20,33478,2224,189
2014-01-21,25209,1572,128
2014-01-22,24694,1607,123
2014-01-23,18118,1347,107
2014-01-24,33274,2079,168
2014-01-25,28765,1655,121
2014-01-26,30564,1821,139
2014-01-27,24570,1582,133
2014-01-28,33764,2322,169
2014-01-29,26133,1641,130
2014-01-30,23310,1653,135
2014-01-31,26169,1717,139
2014-02-01,33580,2220,164
2014-02-02,29487,2013,139
2014-02-03,34854,2212,169
2014-02-04,21416,1392,118
2014-02-05,30935,2344,168
2014-02-06,29644,2089,146
2014-02-07,35209,1814,154
2014-02-08,27297,1596,143
2014-02-09,21241,1626,129
2014-02-10,25763,2186,154
2014-02-11,21776,1238,110
2014-02-12,29353,2366,158
2014-02-13,29294,1809,139
2014-02-14,31836,1436,125
2014-02-15,30244,1701,141
2014-02-16,20627,1544,117
2014-02-17,36158,2269,182
2014-02-18,36224,2192,177
2014-02-19,25597,1763,147
2014-02-20,46984,2781,221
2014-02-21,26914,1986,160
2014-02-22,24986,1547,120
2014-02-23,25979,1712,131
2014-02-24,31208,1917,151
2014-02-25,14927,1159,88
2014-02-26,22236,1369,112
2014-02-27,23371,2170,150
2014-02-28,33781,1843,155
2014-03-01,59253,3689,288
2014-03-02,25258,1400,120
2014-03-03,25238,1456,123
2014-03-04,24687,1842,136
2014-03-05,21204,1762,125
2014-03-06,29323,1792,131
2014-03-07,26797,2007,153
2014-03-08,20102,1292,111
2014-03-09,32471,2176,161
2014-03-10,28335,1920,146
2014-03-11,28051,1839,143
2014-03-12,34305,1795,159
2014-03-13,38379,2337,171
2014-03-14,23233,1534,115
2014-03-15,21914,1728,131
2014-03-16,21148,1218,91
2014-03-17,25210,1460,126
2014-03-18,28860,1372,127
2014-03-19,30406,1801,141
2014-03-20,25257,1770,138
2014-03-21,27587,2242,161
2014-03-22,22246,1712,133
2014-03-23,41052,1812,147
2014-03-24,30097,1873,147
2014-03-25,22651,1570,134
2014-03-26,20684,1246,115
2014-03-27,33894,2157,170
2014-03-28,25836,1866,142
2014-03-29,21741,1530,122
2014-03-30,27617,1725,139
2014-03-31,30217,1489,120
2014-04-01,24257,1842,151
2014-04-02,32998,1958,159
2014-04-03,35733,2823,218
2014-04-04,31233,1702,138
2014-04-05,15665,1567,115
2014-04-06,42899,2138,161
2014-04-07,29837,2051,154
2014-04-08,23009,2197,151
2014-04-09,26669,1738,134
2014-04-10,26979,2156,153
2014-04-11,24869,1646,124
2014-04-12,29491,1610,138
2014-04-13,22887,1379,104
2014-04-14,31186,1869,149
2014-04-15,33478,2427,175
2014-04-16,27756,1775,133
2014-04-17,31332,1898,145
2014-04-18,30080,2314,167
2014-04-19,37672,2412,201
2014-04-20,31186,1917,156
2014-04-21,24156,1609,119
2014-04-22,32542,1921,155
2014-04-23,38722,2106,167
2014-04-24,35521,1996,163
2014-04-25,28131,2070,166
2014-04-26,32190,1660,143
2014-04-27,31856,1867,158
2014-04-28,39719,2590,187
2014-04-29,28843,1846,148
2014-04-30,34775,2026,158
2014-05-01,45158,2494,211
2014-05-02,27419,1966,133
2014-05-03,39620,1877,162
2014-05-04,43220,2357,185
2014-05-05,43577,2406,194
2014-05-06,31822,1972,161
2014-05-07,37986,2326,171
2014-05-08,32396,2163,177
2014-05-09,32367,2076,175
2014-05-10,27111,1705,142
2014-05-11,36505,1948,155
2014-05-12,34226,2001,175
2014-05-13,29813,2049,156
2014-05-14,35360,2219,177
2014-05-15,40501,2069,170
2014-05-16,38687,2041,178
2014-05-17,32796,1992,161
2014-05-18,22732,1523,122
2014-05-19,36551,1947,161
2014-05-20,36914,2220,175
2014-05-21,38035,2088,170
2014-05-22,31926,1697,135
2014-05-23,36478,1692,146
2014-05-24,39449,1776,149
2014-05-25,29966,2277,168
2014-05-26,25887,2297,165
2014-05-27,28608,1748,127
2014-05-28,34223,2061,159
2014-05-29,29166,1664,137
2014-05-30,33970,1962,150
2014-05-31,33705,2048,168
2014-06-01,29109,1498,120
2014-06-02,20536,1755,131
2014-06-03,39815,2149,168
2014-06-04,32321,1778,138
2014-06-05,34766,2295,181
2014-06-06,47053,2596,204
2014-06-07,46647,2481,206
2014-06-08,39272,2040,170
2014-06-09,36003,2020,165
2014-06-10,29489,1704,140
2014-06-11,48731,2789,217
2014-06-12,23734,1651,138
2014-06-13,32788,1763,144
2014-06-14,54139,2883,236
2014-06-15,44447,2617,190
2014-06-16,28467,1513,129
2014-06-17,41502,2490,203
2014-06-18,35714,1866,151
2014-06-19,45049,2085,184
2014-06-20,40193,2288,173
2014-06-21,49401,2623,201
2014-06-22,33912,2395,180
2014-06-23,28108,1951,149
2014-06-24,38056,2685,190
2014-06-25,40933,2263,171
2014-06-26,35498,2020,167
2014-06-27,34822,2000,162
2014-06-28,46063,2750,201
2014-06-29,35747,1721,148
2014-06-30,27609,1585,125
2014-07-01,9635,1141,74
2014-07-02,7624,1221,80
2014-07-03,10012,1126,74
2014-07-04,7865,825,50
2014-07-05,5958,785,59
2014-07-06,9120,855,63
2014-07-07,4807,684,56
2014-07-08,12835,1495,102
2014-07-09,6452,920,56
2014-07-10,10322,1041,66
2014-07-11,7704,892,60
2014-07-12,11890,843,55
2014-07-13,3365,524,31
2014-07-14,6104,878,67
2014-07-15,8711,1135,78
2014-07-16,8736,827,59
2014-07-17,12392,1461,83
2014-07-18,8511,1068,71
2014-07-19,7350,1150,82
2014-07-20,10853,1158,76
2014-07-21,5880,678,47
2014-07-22,12693,941,69
2014-07-23,6310,1050,68
2014-07-24,7902,1082,76
2014-07-25,6450,816,53
2014-07-26,7069,914,71
2014-07-27,7410,845,59
2014-07-28,9375,1336,82
2014-07-29,9909,914,61
2014-07-30,7163,872,57
2014-07-31,13091,1298,82
2014-08-01,0,0,0
2014-08-02,0,0,0
2014-08-03,0,0,0
2014-08-04,0,0,0
2014-08-05,0,0,0
2014-08-06,0,0,0
2014-08-07,0,0,0
2014-08-08,0,0,0
2014-08-09,0,0,0
2014-08-10,0,0,0
2014-08-11,0,0,0
2014-08-12,0,0,0
2014-08-13,0,0,0
2014-08-14,0,0,0
2014-08-15,0,0,0
2014-08-16,0,0,0
2014-08-17,0,0,0
2014-08-18,0,0,0
2014-08-19,0,0,0
2014-08-20,0,0,0
2014-08-21,0,0,0
2014-08-22,0,0,0
2014-08-23,0,0,0
2014-08-24,0,0,0
2014-08-25,0,0,0
2014-08-26,0,0,0
2014-08-27,0,0,0
2014-08-28,0,0,0
2014-08-29,0,0,0
2014-08-30,0,0,0
2014-08-31,0,0,0
2014-09-01,0,0,0
2014-09-02,0,0,0
2014-09-03,0,0,0
2014-09-04,0,0,0
2014-09-05,0,0,0
2014-09-06,0,0,0
2014-09-07,0,0,0
2014-09-08,0,0,0
2014-09-09,0,0,0
2014-09-10,0,0,0
2014-09-11,0,0,0
2014-09-12,0,0,0
2014-09-13,0,0,0
2014-09-14,0,0,0
2014-09-15,0,0,0
2014-09-16,0,0,0
2014-09-17,0,0,0
2014-09-18,0,0,0
2014-09-19,0,0,0
2014-09-20,0,0,0
2014-09-21,0,0,0
2014-09-22,0,0,0
2014-09-23,0,0,0
2014-09-24,0,0,0
2014-09-25,0,0,0
2014-09-26,0,0,0
2014-09-27,0,0,0
2014-09-28,0,0,0
2014-09-29,0,0,0
2014-09-30,0,0,0
2014-10-01,0,0,0
2014-10-02,0,0,0
2014-10-03,0,0,0
2014-10-04,0,0,0
2014-10-05,0,0,0
2014-10-06,0,0,0
2014-10-07,0,0,0
2014-10-08,0,0,0
2014-10-09,0,0,0
2014-10-10,0,0,0
2014-10-11,0,0,0
2014-10-12,0,0,0
2014-10-13,0,0,0
2014-10-14,0,0,0
2014-10-15,0,0,0
2014-10-16,0,0,0
2014-10-17,0,0,0
2014-10-18,0,0,0
2014-10-19,0,0,0
2014-10-20,0,0,0
2014-10-21,0,0,0
2014-10-22,0,0,0
2014-10-23,0,0,0
2014-10-24,0,0,0
2014-10-25,0,0,0
2014-10-26,0,0,0
2014-10-27,0,0,0
2014-10-28,0,0,0
2014-10-29,0,0,0
2014-10-30,0,0,0
2014-10-31,0,0,0
2014-11-01,0,0,0
2014-11-02,0,0,0
2014-11-03,0,0,0
2014-11-04,0,0,0
2014-11-05,0,0,0
2014-11-06,0,0,0
2014-11-07,0,0,0
2014-11-08,0,0,0
2014-11-09,0,0,0
2014-11-10,0,0,0
2014-11-11,0,0,0
2014-11-12,0,0,0
2014-11-13,0,0,0
2014-11-14,0,0,0
2014-11-15,0,0,0
2014-11-16,0,0,0
2014-11-17,0,0,0
2014-11-18,0,0,0
2014-11-19,0,0,0
2014-11-20,0,0,0
2014-11-21,0,0,0
2014-11-22,0,0,0
2014-11-23,0,0,0
2014-11-24,0,0,0
2014-11-25,0,0,0
2014-11-26,0,0,0
2014-11-27,0,0,0
2014-11-28,0,0,0
2014-11-29,0,0,0
2014-11-30,0,0,0
2014-12-01,0,0,0
2014-12-02,0,0,0
2014-12-03,0,0,0
2014-12-04,0,0,0
2014-12-05,0,0,0
2014-12-06,0,0,0
2014-12-07,0,0,0
2014-12-08,0,0,0
2014-12-09,0,0,0
2014-12-10,0,0,0
2014-12-11,0,0,0
2014-12-12,0,0,0
2014-12-13,0,0,0
2014-12-14,0,0,0
2014-12-15,0,0,0
2014-12-16,0,0,0
2014-12-17,0,0,0
2014-12-18,0,0,0
2014-12-19,0,0,0
2014-12-20,0,0,0
2014-12-21,0,0,0
2014-12-22,0,0,0
2014-12-23,0,0,0
2014-12-24,0,0,0
2014-12-25,0,0,0
2014-12-26,0,0,0
2014-12-27,0,0,0
2014-12-28,0,0,0
2014-12-29,0,0,0
2014-12-30,0,0,0
2014-12-31,0,0,0
2015-01-01,5597,12,8
2015-01-02,9913,15,12
2015-01-03,7339,11,7
2015-01-04,3433,12,8
2015-01-05,6384,10,7
2015-01-06,1308,4,2
2015-01-07,10590,18,9
2015-01-08,6753,14,10
2015-01-09,5966,12,9
2015-01-10,5059,13,11
2015-01-11,6037,10,7
2015-01-12,8118,11,7
2015-01-13,9578,18,12
2015-01-14,7849,11,6
2015-01-15,15656,22,10
2015-01-16,13667,18,11
2015-01-17,11404,13,7
2015-01-18,8123,13,7
2015-01-19,3710,6,5
2015-01-20,4225,9,7
2015-01-21,3730,9,7
2015-01-22,7609,12,10
2015-01-23,10022,22,14
2015-01-24,11288,13,7
2015-01-25,2915,4,4
2015-01-26,9185,18,10
2015-01-27,2805,4,3
2015-01-28,3409,5,5
2015-01-29,6029,14,8
2015-01-30,5604,10,6
2015-01-31,5889,10,8
2015-02-01,7352,11,10
2015-02-02,7351,15,10
2015-02-03,5622,11,9
2015-02-04,10547,25,17
2015-02-05,8120,10,8
2015-02-06,11951,23,14
2015-02-07,9007,14,8
2015-02-08,8063,16,11
2015-02-09,10516,16,11
2015-02-10,5198,7,7
2015-02-11,2433,4,4
2015-02-12,9179,16,10
2015-02-13,7067,14,11
2015-02-14,7629,13,11
2015-02-15,8520,16,11
2015-02-16,5114,8,4
2015-02-17,7388,17,12
2015-02-18,8816,20,13
2015-02-19,8963,16,10
2015-02-20,7447,16,10
2015-02-21,15590,19,13
2015-02-22,9973,21,11
2015-02-23,1181,7,3
2015-02-24,13971,17,11
2015-02-25,10195,18,15
2015-02-26,5093,10,7
2015-02-27,3008,4,3
2015-02-28,5317,9,8
2015-03-01,10513,16,9
2015-03-02,10020,17,11
2015-03-03,5180,14,6
2015-03-04,5087,11,6
2015-03-05,12121,21,17
2015-03-06,5571,10,6
2015-03-07,7059,13,9
2015-03-08,14762,25,14
2015-03-09,4409,7,5
2015-03-10,3079,8,5
2015-03-11,7121,14,8
2015-03-12,16128,27,19
2015-03-13,4717,8,7
2015-03-14,7169,11,9
2015-03-15,2821,6,5
2015-03-16,4550,10,7
2015-03-17,6309,11,9
2015-03-18,12464,24,15
2015-03-19,11640,20,12
2015-03-20,8945,13,11
2015-03-21,5092,8,5
2015-03-22,7201,11,7
2015-03-23,3451,11,6
2015-03-24,4927,7,5
2015-03-25,8320,9,4
2015-03-26,6823,11,8
2015-03-27,6138,8,4
2015-03-28,8826,18,13
2015-03-29,9874,14,10
2015-03-30,9467,17,10
2015-03-31,6302,15,10
2015-04-01,10273,22,11
2015-04-02,9893,18,13
2015-04-03,4378,9,5
2015-04-04,9787,19,12
2015-04-05,8606,15,10
2015-04-06,4498,10,5
2015-04-07,10484,21,11
2015-04-08,9722,18,13
2015-04-09,9010,15,10
2015-04-10,5617,7,6
2015-04-11,13190,23,13
2015-04-12,8803,15,7
2015-04-13,10882,28,18
2015-04-14,4907,8,7
2015-04-15,6243,12,10
2015-04-16,4633,7,7
2015-04-17,9783,21,16
2015-04-18,9926,18,11
2015-04-19,6431,13,7
2015-04-20,4663,10,9
2015-04-21,2850,7,5
2015-04-22,4338,9,6
2015-04-23,3315,10,6
2015-04-24,18215,27,15
2015-04-25,11797,26,15
2015-04-26,4969,13,9
2015-04-27,7601,18,11
2015-04-28,9980,14,8
2015-04-29,4157,8,7
2015-04-30,8637,16,11
2015-05-01,7727,16,13
2015-05-02,8564,14,11
2015-05-03,8321,20,15
2015-05-04,9869,14,9
2015-05-05,9571,16,14
2015-05-06,14815,21,15
2015-05-07,7273,13,9
2015-05-08,13582,22,15
2015-05-09,6909,11,8
2015-05-10,6705,9,6
2015-05-11,11807,16,12
2015-05-12,12375,21,13
2015-05-13,5742,16,9
2015-05-14,10310,21,12
2015-05-15,8175,14,9
2015-05-16,3776,9,8
2015-05-17,7240,17,8
2015-05-18,3267,4,2
2015-05-19,7366,9,7
2015-05-20,10280,17,10
2015-05-21,7660,18,10
2015-05-22,10926,20,12
2015-05-23,12925,19,12
2015-05-24,18215,27,16
2015-05-25,8553,12,7
2015-05-26,7601,17,10
2015-05-27,9937,14,10
2015-05-28,10226,18,12
2015-05-29,9067,11,9
2015-05-30,13798,24,15
2015-05-31,14712,23,17
2015-06-01,7721,22,15
2015-06-02,7991,14,13
2015-06-03,5744,14,9
2015-06-04,8717,18,9
2015-06-05,7531,13,8
2015-06-06,8975,17,11
2015-06-07,10554,19,11
2015-06-08,16328,24,17
2015-06-09,6674,10,7
2015-06-10,12775,20,14
2015-06-11,8132,14,10
2015-06-12,7181,12,11
2015-06-13,12365,16,10
2015-06-14,8333,16,11
2015-06-15,7654,18,14
2015-06-16,3225,8,7
2015-06-17,10492,16,10
2015-06-18,8821,16,8
2015-06-19,11619,20,14
2015-06-20,8181,12,10
2015-06-21,12317,22,16
2015-06-22,3952,8,6
2015-06-23,5169,12,9
2015-06-24,8939,16,11
2015-06-25,4760,12,9
2015-06-26,9103,16,8
2015-06-27,10211,20,13
2015-06-28,8129,19,13
2015-06-29,7561,9,7
2015-06-30,9710,14,10
2015-07-01,18047,338,35
2015-07-02,22073,501,42
2015-07-03,18340,581,64
2015-07-04,30340,516,58
2015-07-05,13342,360,39
2015-07-06,11578,274,24
2015-07-07,22641,466,45
2015-07-08,18731,399,38
2015-07-09,19788,533,58
2015-07-10,18060,368,34
2015-07-11,32672,777,69
2015-07-12,12017,441,47
2015-07-13,20973,441,44
2015-07-14,19490,328,39
2015-07-15,23376,700,62
2015-07-16,15353,369,40
2015-07-17,15919,391,42
2015-07-18,7785,131,21
2015-07-19,13888,346,37
2015-07-20,23214,737,76
2015-07-21,9654,300,25
2015-07-22,19015,488,45
2015-07-23,18186,308,34
2015-07-24,50651,923,85
2015-07-25,12084,419,39
2015-07-26,23315,420,44
2015-07-27,15076,426,42
2015-07-28,15347,394,39
2015-07-29,29119,599,64
2015-07-30,12884,297,31
2015-07-31,26994,496,49
2015-08-01,20989,1424,110
2015-08-02,22151,1507,106
2015-08-03,33794,1668,134
2015-08-04,24607,1299,100
2015-08-05,17911,1385,92
2015-08-06,23487,1427,106
2015-08-07,30951,1761,144
2015-08-08,36695,2312,180
2015-08-09,30927,1765,135
2015-08-10,14975,1179,88
2015-08-11,29676,1283,99
2015-08-12,37738,1808,148
2015-08-13,29578,1766,133
2015-08-14,24142,1794,128
2015-08-15,15682,1313,96
2015-08-16,36789,1936,135
2015-08-17,32103,1691,124
2015-08-18,30135,1716,137
2015-08-19,42813,2052,149
2015-08-20,19236,1147,101
2015-08-21,19652,1548,119
2015-08-22,23249,858,64
2015-08-23,23605,1162,89
2015-08-24,45588,2215,166
2015-08-25,32702,2086,152
2015-08-26,29723,1486,123
2015-08-27,18480,1569,118
2015-08-28,33409,1816,130
2015-08-29,33314,2114,153
2015-08-30,34241,1803,134
2015-08-31,28193,1513,126
2015-09-01,21484,1041,84
2015-09-02,32549,1811,140
2015-09-03,38338,1494,118
2015-09-04,28264,1893,142
2015-09-05,38380,1441,113
2015-09-06,30814,1443,109
2015-09-07,39036,1963,138
2015-09-08,31054,1682,141
2015-09-09,40060,2094,154
2015-09-10,31081,1573,121
2015-09-11,28465,912,87
2015-09-12,45234,2197,163
2015-09-13,40828,1880,168
2015-09-14,34343,1691,132
2015-09-15,31559,1724,136
2015-09-16,20986,1650,111
2015-09-17,31664,1860,134
2015-09-18,34055,2007,152
2015-09-19,46230,2104,173
2015-09-20,36642,1870,139
2015-09-21,23944,1663,133
2015-09-22,37378,1494,126
2015-09-23,42501,2090,154
2015-09-24,27686,1542,112
2015-09-25,30374,1109,100
2015-09-26,27070,1626,119
2015-09-27,32399,2044,148
2015-09-28,26882,1743,123
2015-09-29,20068,1197,87
2015-09-30,37023,1794,128
2015-10-01,28273,1729,129
2015-10-02,37876,1998,157
2015-10-03,30592,1643,133
2015-10-04,36167,1614,123
2015-10-05,43419,1933,152
2015-10-06,36713,2486,185
2015-10-07,29031,1632,128
2015-10-08,52045,2379,187
2015-10-09,29130,1905,145
2015-10-10,27996,1563,135
2015-10-11,29269,1455,121
2015-10-12,32363,1544,124
2015-10-13,29673,1500,118
2015-10-14,43750,1866,143
2015-10-15,37506,2268,163
2015-10-16,24747,1138,91
2015-10-17,29014,1508,121
2015-10-18,32128,1670,140
2015-10-19,30245,1411,112
2015-10-20,25377,1869,133
2015-10-21,29915,1631,125
2015-10-22,37669,2125,165
2015-10-23,33498,1753,144
2015-10-24,17754,1473,104
2015-10-25,31724,1696,125
2015-10-26,35473,2042,159
2015-10-27,25370,1298,104
2015-10-28,36798,1679,120
2015-10-29,23814,1358,117
2015-10-30,34690,1438,122
2015-10-31,28600,1476,121
2015-11-01,27140,1593,119
2015-11-02,31112,1687,126
2015-11-03,58461,2342,178
2015-11-04,28367,1997,140
2015-11-05,28678,1507,119
2015-11-06,30012,1490,125
2015-11-07,42161,2065,157
2015-11-08,32995,1351,102
2015-11-09,36030,1702,126
2015-11-10,40805,1735,140
2015-11-11,23942,1196,85
2015-11-12,38465,1710,136
2015-11-13,30780,1633,140
2015-11-14,40670,1901,152
2015-11-15,39925,1901,152
2015-11-16,30675,1441,118
2015-11-17,39262,1698,143
2015-11-18,39677,2220,164
2015-11-19,44638,1950,158
2015-11-20,21492,1018,89
2015-11-21,33708,1823,151
2015-11-22,44622,2071,173
2015-11-23,30474,1662,121
2015-11-24,56416,2344,185
2015-11-25,31742,1514,108
2015-11-26,40098,1854,137
2015-11-27,43949,2122,158
2015-11-28,41726,1930,160
2015-11-29,39167,1966,160
2015-11-30,38698,1979,152
2015-12-01,48775,2053,170
2015-12-02,53271,2241,174
2015-12-03,58807,2113,178
2015-12-04,43086,2039,175
2015-12-05,59368,1961,167
2015-12-06,56754,2581,201
2015-12-07,62919,3013,241
2015-12-08,44114,2022,164
2015-12-09,44718,1915,148
2015-12-10,26455,1569,122
2015-12-11,59836,2208,178
2015-12-12,59996,2394,189
2015-12-13,46884,2275,192
2015-12-14,51317,1920,155
2015-12-15,48027,2389,194
2015-12-16,41913,1575,130
2015-12-17,39960,2169,167
2015-12-18,50184,2232,186
2015-12-19,46786,2143,175
2015-12-20,46935,1910,165
2015-12-21,46274,2047,169
2015-12-22,27577,1330,105
2015-12-23,45771,1951,161
2015-12-24,36519,2257,171
2015-12-25,49511,1982,166
2015-12-26,45453,2221,178
2015-12-27,32461,1719,134
2015-12-28,44135,2017,170
2015-12-29,52059,2427,187
2015-12-30,50446,1988,158
2015-12-31,59231,2664,200
2016-01-01,20640,1061,87
2016-01-02,29939,1644,124
2016-01-03,35238,1628,132
2016-01-04,31087,1502,121
2016-01-05,33547,1911,132
2016-01-06,35140,1895,145
2016-01-07,35142,2018,140
2016-01-08,30307,1955,162
2016-01-09,27748,1540,113
2016-01-10,45587,2422,180
2016-01-11,34281,1918,149
2016-01-12,24618,1366,109
2016-01-13,20999,1377,101
2016-01-14,35113,1797,138
2016-01-15,37370,2120,154
2016-01-16,36137,1947,155
2016-01-17,25559,1222,107
2016-01-18,30598,2035,154
2016-01-19,28384,1754,126
2016-01-20,39976,2200,189
2016-01-21,34598,1530,128
2016-01-22,31832,1541,123
2016-01-23,21199,1348,107
2016-01-24,39325,2049,168
2016-01-25,37666,1635,121
2016-01-26,39186,1765,139
2016-01-27,31188,1573,133
2016-01-28,41164,2269,169
2016-01-29,33726,1657,130
2016-01-30,29709,1586,135
2016-01-31,30070,1668,139
2016-02-01,39561,2163,164
2016-02-02,38005,1951,139
2016-02-03,42887,2118,169
2016-02-04,25019,1375,118
2016-02-05,36981,2263,168
2016-02-06,35969,2039,146
2016-02-07,42925,1798,154
2016-02-08,35382,1554,143
2016-02-09,25107,1579,129
2016-02-10,31297,2149,154
2016-02-11,28778,1217,110
2016-02-12,30378,2280,158
2016-02-13,37339,1784,139
2016-02-14,39668,1395,125
2016-02-15,34426,1657,141
2016-02-16,23703,1501,117
2016-02-17,40762,2197,182
2016-02-18,41828,2132,177
2016-02-19,31656,1728,147
2016-02-20,57377,2727,221
2016-02-21,30774,1953,160
2016-02-22,28879,1512,120
2016-02-23,32331,1690,131
2016-02-24,35685,1852,151
2016-02-25,15943,1156,88
2016-02-26,28821,1334,112
2016-02-27,30370,2158,150
2016-02-28,42743,1807,155
2016-02-29,0,0,0
2016-03-01,72218,3571,288
2016-03-02,33673,1379,120
2016-03-03,27516,1406,123
2016-03-04,26154,1804,136
2016-03-05,26737,1725,125
2016-03-06,31598,1773,131
2016-03-07,30109,1931,153
2016-03-08,26149,1272,111
2016-03-09,37807,2125,161
2016-03-10,29537,1907,146
2016-03-11,36126,1807,143
2016-03-12,45514,1752,159
2016-03-13,41674,2281,171
2016-03-14,27465,1488,115
2016-03-15,24921,1726,131
2016-03-16,22551,1185,91
2016-03-17,30318,1425,126
2016-03-18,34465,1342,127
2016-03-19,34196,1769,141
2016-03-20,29507,1731,138
2016-03-21,30793,2194,161
2016-03-22,27588,1672,133
2016-03-23,48920,1775,147
2016-03-24,42007,1825,147
2016-03-25,28495,1548,134
2016-03-26,23038,1230,115
2016-03-27,40416,2076,170
2016-03-28,32701,1817,142
2016-03-29,22755,1511,122
2016-03-30,33040,1679,139
2016-03-31,38544,1465,120
2016-04-01,30721,1798,151
2016-04-02,43018,1932,159
2016-04-03,41233,2789,218
2016-04-04,36039,1689,138
2016-04-05,16482,1536,115
2016-04-06,53014,2093,161
2016-04-07,38188,2000,154
2016-04-08,26279,2137,151
2016-04-09,34752,1713,134
2016-04-10,29173,2123,153
2016-04-11,32704,1570,124
2016-04-12,37992,1619,138
2016-04-13,26026,1361,104
2016-04-14,38353,1815,149
2016-04-15,41690,2375,175
2016-04-16,32017,1719,133
2016-04-17,33594,1847,145
2016-04-18,35471,2237,167
2016-04-19,49221,2370,201
2016-04-20,37180,1854,156
2016-04-21,27492,1621,119
2016-04-22,40880,1878,155
2016-04-23,42168,2052,167
2016-04-24,46975,1962,163
2016-04-25,31319,2007,166
2016-04-26,41490,1637,143
2016-04-27,35913,1807,158
2016-04-28,47880,2551,187
2016-04-29,31402,1753,148
2016-04-30,38627,1944,158
2016-05-01,56692,2451,211
2016-05-02,32557,1919,133
2016-05-03,55196,1870,162
2016-05-04,49907,2306,185
2016-05-05,54541,2364,194
2016-05-06,37856,1939,161
2016-05-07,43577,2265,171
2016-05-08,36129,2107,177
2016-05-09,37015,2037,175
2016-05-10,32573,1641,142
2016-05-11,43348,1901,155
2016-05-12,43126,1967,175
2016-05-13,33459,2005,156
2016-05-14,42585,2179,177
2016-05-15,49547,2021,170
